Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,WhiteTitle,BlackTitle,moves_line,tag_line
Rated Blitz game,https://lichess.org/QyouRmpW,2018.09.30,-,mfl2013,guadamuz97,1-0,2018.09.30,22:07:32,1747,1814,13,-13,C53,"Italian Game: Classical Variation, Albin Gambit",180+2,Time forfeit,,,81795,81777
Rated Blitz game,https://lichess.org/LVfJX9J1,2018.09.30,-,ALMA-ATA,Devotin,0-1,2018.09.30,22:07:32,1928,1872,-11,12,A57,"Benko Gambit Accepted, Pawn Return Variation",180+2,Normal,,,81815,81797
Rated Blitz game,https://lichess.org/2HYlr8Wf,2018.09.30,-,ricgaldame,utaques,1-0,2018.09.30,22:07:32,1442,1393,9,-9,A03,Bird Opening: Williams Gambit,180+2,Time forfeit,,,81835,81817
Rated Blitz game,https://lichess.org/xNODjkJJ,2018.09.30,-,drbrusk,Trukutru,0-1,2018.09.30,22:07:32,1476,1590,-44,7,B00,Caro-Kann Defense: Hillbilly Attack,180+2,Normal,,,81855,81837
Rated Rapid game,https://lichess.org/YVlC4BTj,2018.09.30,-,pelcom,Felix010101,0-1,2018.09.30,22:07:32,1379,1375,-12,11,D00,Queen's Pawn Game: Mason Attack,600+0,Time forfeit,,,81875,81857
Rated Blitz game,https://lichess.org/jpGF4gsQ,2018.09.30,-,peaky_blinders_rules,chawkijeder1,1-0,2018.09.30,22:07:32,1889,1517,3,-7,A43,Franco-Benoni Defense,300+2,Normal,,,81895,81877
Rated Bullet game,https://lichess.org/ETsJeqg5,2018.09.30,-,bcleary2000,begalli,1-0,2018.09.30,22:07:32,2159,1981,6,-5,C20,King's Pawn Game: King's Head Opening #2,60+0,Normal,,,81915,81897
Rated Blitz game,https://lichess.org/SuV7PTro,2018.09.30,-,skippyboy,Iambadplayer1,1-0,2018.09.30,22:07:32,1857,1484,2,-3,C50,Italian Game,360+0,Normal,,,81935,81917
Rated Blitz game,https://lichess.org/YtwuVVYl,2018.09.30,-,Someuser_04,jafarj,1-0,2018.09.30,22:07:33,1613,1541,8,-8,D32,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,300+0,Time forfeit,,,81955,81937
Rated Blitz game,https://lichess.org/UgBN7s6X,2018.09.30,-,muconasale,merten,1-0,2018.09.30,22:07:34,2039,1889,7,-6,B30,Sicilian Defense: Old Sicilian,180+0,Normal,,,81975,81957
Rated Bullet game,https://lichess.org/mEt2NZnB,2018.09.30,-,baronetto,Roimat,0-1,2018.09.30,22:07:34,1618,1653,-10,8,C30,"King's Gambit Declined, Classical Variation",60+0,Time forfeit,,,81995,81977
Rated Bullet game,https://lichess.org/DfMXbcEv,2018.09.30,-,Momchildi,navid6bij3,0-1,2018.09.30,22:07:34,1720,1741,-9,9,B01,Scandinavian Defense: Mieses-Kotroc Variation,60+0,Time forfeit,,,82015,81997
Rated Bullet game,https://lichess.org/XnkhbIcY,2018.09.30,-,faalaap,k_koco,1-0,2018.09.30,22:07:34,1436,1389,9,-9,A43,Benoni Defense: Benoni Gambit Accepted,60+0,Time forfeit,,,82035,82017
Rated Blitz game,https://lichess.org/jNAUCTgY,2018.09.30,-,MauMartinez,tal2k,0-1,2018.09.30,22:07:34,1635,1682,-9,9,B07,Pirc Defense: Roscher Gambit,180+2,Normal,,,82055,82037
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/BVYGobVd,2018.09.30,-,AlexAmatUal,rm14,1-0,2018.09.30,22:07:34,1865,1263,1,-1,C42,Russian Game: Damiano Variation,60+0,Normal,,,82075,82057
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/YIBeRqBV,2018.09.30,-,KonboLonb,YBH,0-1,2018.09.30,22:07:34,1791,1662,-15,16,A06,Zukertort Opening: Tennison Gambit,60+0,Normal,,,82095,82077
Rated Blitz game,https://lichess.org/BrIucLPy,2018.09.30,-,aires100,JharksyReii,0-1,2018.09.30,22:07:35,1424,1382,-13,13,D00,Queen's Pawn Game,240+0,Normal,,,82115,82097
Rated Bullet game,https://lichess.org/K4Y8UEyI,2018.09.30,-,DJ10,MaKseNaS,0-1,2018.09.30,22:07:35,1900,1876,-11,12,B21,Sicilian Defense: McDonnell Attack,120+1,Normal,,,82135,82117
Rated Rapid game,https://lichess.org/OWQ5WlFA,2018.09.30,-,jag7,nantemvo,1-0,2018.09.30,22:07:35,1553,1543,10,-11,A40,Horwitz Defense,600+10,Normal,,,82155,82137
Rated Bullet game,https://lichess.org/opWF3BSx,2018.09.30,-,WasArt69,AlMoStLeGeNdArY,1-0,2018.09.30,22:07:35,1997,1945,8,-9,C40,Elephant Gambit: MarÃ³czy Gambit,60+0,Normal,,,82175,82157
Rated Bullet game,https://lichess.org/zZvXlIv0,2018.09.30,-,ToileTTes,Vinchess,0-1,2018.09.30,22:07:36,1765,1897,-7,6,C20,King's Pawn Game: King's Head Opening #2,60+0,Normal,,,82195,82177
Rated Bullet game,https://lichess.org/18Y4TdCr,2018.09.30,-,ricardus33,bigk,0-1,2018.09.30,22:07:36,2084,2288,-5,6,E91,King's Indian Defense: Orthodox Variation,60+0,Time forfeit,,,82215,82197
Rated Rapid game,https://lichess.org/VyZtx5Le,2018.09.30,-,CZamora,Jrjrjr4,0-1,2018.09.30,22:07:36,1912,1964,-9,9,A22,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",1200+5,Normal,,,82235,82217
Rated Blitz game,https://lichess.org/dQbjJzXH,2018.09.30,-,tptiano,hcil,0-1,2018.09.30,22:07:36,1366,1377,-11,11,A00,Van't Kruijs Opening,300+0,Normal,,,82255,82237
Rated Blitz game,https://lichess.org/LDxo3MEH,2018.09.30,-,Sutano,kriledi,0-1,2018.09.30,22:07:36,1706,1655,-12,11,B06,Robatsch (Modern) Defense,180+0,Normal,,,82275,82257
Rated Rapid game,https://lichess.org/1MpTTZ26,2018.09.30,-,master_of_iran25,Robsilver25,1/2-1/2,2018.09.30,22:07:37,1521,1574,2,-2,B40,Sicilian Defense: French Variation,600+0,Normal,,,82295,82277
Rated Correspondence game,https://lichess.org/YcO0DfQc,2018.09.30,-,Poets_Of_The_Fall,shahada,1-0,2018.09.30,22:07:37,1594,1542,23,-11,B14,Caro-Kann Defense: Panov Attack,-,Time forfeit,,,82315,82297
Rated Blitz game,https://lichess.org/JUCW4YJi,2018.09.30,-,Dlastboardbender,Lewis-Cypher,1-0,2018.09.30,22:07:37,1439,1431,10,-10,B20,Sicilian Defense: Bowdler Attack,300+0,Normal,,,82335,82317
Rated Blitz game,https://lichess.org/h0Gensle,2018.09.30,-,pboto,rohannayar101,0-1,2018.09.30,22:07:37,1132,1154,-10,10,C55,Italian Game: Anti-Fried Liver Defense,300+3,Time forfeit,,,82355,82337
Rated Blitz game,https://lichess.org/1ZzU4Ayp,2018.09.30,-,OhNoItsJoe,felix3101,1-0,2018.09.30,22:07:37,1642,1732,12,-13,B25,"Sicilian Defense: Closed Variation, Traditional",300+3,Normal,,,82375,82357
Rated Blitz game,https://lichess.org/qdr5vGT4,2018.09.30,-,osteochess,NIRschaak,1-0,2018.09.30,22:07:37,944,1032,13,-13,A45,Indian Game,300+3,Normal,,,82395,82377
Rated Blitz game,https://lichess.org/2z9fqvEe,2018.09.30,-,SMJT,colinkridero,1-0,2018.09.30,22:07:37,2020,1791,5,-5,B33,Sicilian Defense: Lasker-Pelikan Variation,300+3,Time forfeit,,,82415,82397
Rated Blitz game,https://lichess.org/55CmBt7W,2018.09.30,-,ajakaj,arielmendezp,0-1,2018.09.30,22:07:37,1683,1533,-15,14,B72,"Sicilian Defense: Dragon, Classical Attack",300+3,Normal,,,82435,82417
Rated Blitz game,https://lichess.org/jO4vWaEH,2018.09.30,-,CrazyRedPawn,TheMentalKing,0-1,2018.09.30,22:07:37,1366,1399,-9,10,D05,Colle System,300+3,Normal,,,82455,82437
Rated Blitz game,https://lichess.org/bATLRVV2,2018.09.30,-,luxanna,fat_chance,1-0,2018.09.30,22:07:37,1209,1169,13,-10,C46,Three Knights Opening,300+3,Normal,,,82475,82457
Rated Blitz game,https://lichess.org/plaPLuBF,2018.09.30,-,omarhu44,isaac_stern,1-0,2018.09.30,22:07:37,1519,1497,10,-10,B30,Sicilian Defense: Old Sicilian,300+3,Normal,,,82495,82477
Rated Blitz game,https://lichess.org/ofOAbBqI,2018.09.30,-,gambler10,Gil_Otreb82,0-1,2018.09.30,22:07:37,1320,1336,-10,11,C01,French Defense: Carlson Gambit,300+3,Normal,,,82515,82497
Rated Bullet game,https://lichess.org/2eUsx5vD,2018.09.30,-,maglor_elf,Mantzavinos,1-0,2018.09.30,22:07:37,1585,1613,11,-11,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line",60+0,Normal,,,82535,82517
Rated Bullet game,https://lichess.org/BS4S24Pt,2018.09.30,-,sankaku,LittleWinky,0-1,2018.09.30,22:07:38,1566,1706,-8,7,B10,Caro-Kann Defense,120+0,Time forfeit,,,82555,82537
Rated Bullet game,https://lichess.org/HfVGkLZR,2018.09.30,-,DoguDiril,Maugdag,1-0,2018.09.30,22:07:38,1880,1795,8,-8,C05,"French Defense: Tarrasch Variation, Closed Variation #2",60+0,Time forfeit,,,82575,82557
Rated Bullet game,https://lichess.org/3rae9Otc,2018.09.30,-,winwlad,merveillescorbeau,1-0,2018.09.30,22:07:38,1957,1892,9,-8,A46,Torre Attack,60+0,Time forfeit,,,82595,82577
Rated Bullet game,https://lichess.org/n6Ib1bUa,2018.09.30,-,Rus1987,Mr420NI,1-0,2018.09.30,22:07:38,978,897,8,-8,C42,Russian Game: Three Knights Game,60+0,Time forfeit,,,82615,82597
Rated Bullet game,https://lichess.org/iYUDBXc5,2018.09.30,-,R25Rex,SKotsi,0-1,2018.09.30,22:07:38,1066,1127,-10,9,A40,Englund Gambit,60+0,Time forfeit,,,82635,82617
Rated Bullet game,https://lichess.org/5npyyokA,2018.09.30,-,_GAEL_,HUARI_10,1-0,2018.09.30,22:07:38,1411,1455,11,-13,A40,Horwitz Defense,60+0,Time forfeit,,,82655,82637
Rated Bullet game,https://lichess.org/aImsQ5pS,2018.09.30,-,wolfaronian,Spiritchaser84,1-0,2018.09.30,22:07:38,2327,2307,11,-11,A46,Torre Attack #2,60+0,Normal,,LM,82676,82657
Rated Bullet game,https://lichess.org/zZ1jmL0o,2018.09.30,-,VinzAurCastle,baaambo,1/2-1/2,2018.09.30,22:07:38,1514,1484,-1,1,B23,Sicilian Defense: Closed,60+0,Time forfeit,,,82696,82678
Rated Bullet game,https://lichess.org/aDmWGXfb,2018.09.30,-,Grabuark,Mrsunto5,0-1,2018.09.30,22:07:38,2087,2132,-10,9,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",60+0,Time forfeit,,,82716,82698
Rated Bullet game,https://lichess.org/YU9WWOxT,2018.09.30,-,ers9999,schu007,1-0,2018.09.30,22:07:38,1083,1016,9,-9,C43,Russian Game: Modern Attack,60+0,Normal,,,82736,82718
Rated Bullet game,https://lichess.org/qQJ6k92S,2018.09.30,-,hjones82493,TheJuancho3000,0-1,2018.09.30,22:07:38,1267,1228,-12,12,C42,Russian Game: Millennium Attack,60+0,Normal,,,82756,82738
Rated Bullet game,https://lichess.org/dFWsCgGp,2018.09.30,-,harem66,juanitojose,0-1,2018.09.30,22:07:38,1660,1721,-8,9,A00,Van't Kruijs Opening,60+0,Time forfeit,,,82776,82758
Rated Blitz game,https://lichess.org/S0fWi7pQ,2018.09.30,-,narba,Ahmad_Aly23,0-1,2018.09.30,22:07:39,1834,1830,-11,10,B32,Sicilian Defense: Loewenthal Variation,300+0,Normal,,,82796,82778
Rated Blitz game,https://lichess.org/OKDwdKZf,2018.09.30,-,bjorlin1,ManuelR,1-0,2018.09.30,22:07:39,1483,1495,11,-11,C46,Four Knights Game: Italian Variation,300+0,Time forfeit,,,82816,82798
Rated Blitz game,https://lichess.org/41M5LBBZ,2018.09.30,-,donthaten8,leonel_fortce,0-1,2018.09.30,22:07:39,1132,1196,-9,8,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+0,Normal,,,82836,82818
Rated Blitz game,https://lichess.org/AuUJddff,2018.09.30,-,ROD1969,PortilhoIM,0-1,2018.09.30,22:07:39,1876,2004,-7,7,B43,"Sicilian Defense: Kan Variation, Knight Variation",300+0,Normal,,,82856,82838
Rated Blitz game,https://lichess.org/J1pBvQvP,2018.09.30,-,tizio7,MURZUF,1-0,2018.09.30,22:07:39,1536,1496,9,-9,B07,King's Pawn Game: MarÃ³czy Defense,300+0,Normal,,,82876,82858
Rated Blitz game,https://lichess.org/rcVhyYA9,2018.09.30,-,anthony_waters,Malykotek,0-1,2018.09.30,22:07:39,1254,1272,-10,9,C00,Rat Defense: Small Center Defense,300+0,Normal,,,82896,82878
Rated Blitz game,https://lichess.org/W3h45aK0,2018.09.30,-,democratssuck,Bradis,0-1,2018.09.30,22:07:39,1707,1704,-10,10,B33,Sicilian Defense: Open,300+0,Normal,,,82916,82898
Rated Blitz game,https://lichess.org/WIWe8GoO,2018.09.30,-,LKTV,Shakkimama,0-1,2018.09.30,22:07:39,1253,1221,-12,11,C20,English Opening: The Whale,300+0,Normal,,,82936,82918
Rated Blitz game,https://lichess.org/zGBZhlZY,2018.09.30,-,david0219,bnbasson,0-1,2018.09.30,22:07:39,1768,1731,-11,11,C08,"French Defense: Tarrasch, Open, 4.exd5 exd5",300+0,Normal,,,82956,82938
Rated Blitz game,https://lichess.org/rulB8uVh,2018.09.30,-,Emirhan26,jokerone,0-1,2018.09.30,22:07:39,1125,1094,-11,11,C00,French Defense: Knight Variation,300+0,Normal,,,82976,82958
Rated Blitz game,https://lichess.org/rwIpOyiK,2018.09.30,-,LIKEdrDRE,amazingo,1-0,2018.09.30,22:07:39,1054,836,11,-6,B02,Alekhine Defense: John Tracy Gambit,300+0,Normal,,,82996,82978
Rated Blitz game,https://lichess.org/QjouaxSp,2018.09.30,-,Patria_Croatica,kaspargel,1/2-1/2,2018.09.30,22:07:39,1462,1466,0,0,C50,Italian Game,300+0,Time forfeit,,,83016,82998
Rated Blitz game,https://lichess.org/hUEvtcqU,2018.09.30,-,kotek77,CTAJIIH,1-0,2018.09.30,22:07:39,1860,1666,6,-6,A90,"Dutch Defense: Stonewall Variation, Modern Variation",180+0,Normal,,,83036,83018
Rated Blitz game,https://lichess.org/zxMhY3sV,2018.09.30,-,JirachiPark,WhiskyEchoEchoDelta,1-0,2018.09.30,22:07:39,1180,1163,10,-10,B10,Caro-Kann Defense: Accelerated Panov Attack #2,180+0,Normal,,,83056,83038
Rated Blitz game,https://lichess.org/GZOqRQES,2018.09.30,-,ladwaberrr,xdx43,0-1,2018.09.30,22:07:40,1045,1195,-6,6,B30,Sicilian Defense: Old Sicilian,300+0,Normal,,,83076,83058
Rated Blitz game,https://lichess.org/bQaMRJT1,2018.09.30,-,jojapepo,Mukonai,0-1,2018.09.30,22:07:40,1240,1245,-10,10,A40,Modern Defense,180+0,Normal,,,83096,83078
Rated Blitz game,https://lichess.org/QRkw32YZ,2018.09.30,-,Coboardism,alagie,1-0,2018.09.30,22:07:40,1454,1321,14,-6,D00,Queen's Pawn Game: Steinitz Countergambit,180+0,Time forfeit,,,83116,83098
Rated Blitz game,https://lichess.org/22ziFCit,2018.09.30,-,bekhuan,Noumeno111,0-1,2018.09.30,22:07:40,1488,1475,-11,10,D50,Queen's Gambit Declined: Modern Variation,180+0,Normal,,,83136,83118
Rated Blitz game,https://lichess.org/LRHjjkeF,2018.09.30,-,Checkmate2018,Lesaa66,0-1,2018.09.30,22:07:40,1841,1821,-11,10,C48,Four Knights Game: Spanish Variation,180+0,Time forfeit,,,83156,83138
Rated Blitz game,https://lichess.org/tVWrmZhP,2018.09.30,-,mrbunglee,fit0,1-0,2018.09.30,22:07:40,1722,1547,5,-5,D00,Queen's Pawn Game: Mason Attack,180+0,Normal,,,83176,83158
Rated Blitz game,https://lichess.org/7Hsabh2Z,2018.09.30,-,koval,Chaozu,0-1,2018.09.30,22:07:40,2158,2404,-4,5,C95,"Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid",180+0,Time forfeit,,,83196,83178
Rated Blitz game,https://lichess.org/Z4VkkLsf,2018.09.30,-,ahmad-kharouf,Thecrow01,0-1,2018.09.30,22:07:40,1266,1283,-9,10,C34,"King's Gambit Accepted, MacLeod Defense",180+0,Normal,,,83216,83198
Rated Blitz game,https://lichess.org/7LvjUY6V,2018.09.30,-,sany9696,vadimreimche,1-0,2018.09.30,22:07:40,1868,1943,13,-13,D45,Semi-Slav Defense: Main Line,180+0,Normal,,,83236,83218
Rated Blitz game,https://lichess.org/NukXlrdm,2018.09.30,-,Lucena2000,gmagnus_carlsen,0-1,2018.09.30,22:07:40,2054,1956,-14,13,A40,Queen's Pawn,180+0,Normal,,,83256,83238
Rated Blitz game,https://lichess.org/oIMh8XIw,2018.09.30,-,Anotherplayer012,elegia77,1-0,2018.09.30,22:07:40,1734,1771,11,-12,B10,Caro-Kann Defense,180+0,Time forfeit,,,83276,83258
Rated Blitz game,https://lichess.org/k8ilc2vM,2018.09.30,-,Caligarigsf,wmorgenl,1-0,2018.09.30,22:07:40,1620,1606,10,-10,B20,Sicilian Defense,180+0,Normal,,,83296,83278
Rated Blitz game,https://lichess.org/qFFmgu9I,2018.09.30,-,cuhadar,VitamineX,0-1,2018.09.30,22:07:41,1646,1659,-11,12,A00,Hungarian Opening,180+1,Time forfeit,,,83316,83298
Rated Blitz game,https://lichess.org/KAsiFABr,2018.09.30,-,PauloWeberBianchi,CtrlAltDelicious,1-0,2018.09.30,22:07:41,2156,2104,9,-9,C41,Philidor Defense: Lion Variation,180+0,Normal,,,83336,83318
Rated Classical game,https://lichess.org/kZRGKXyN,2018.09.30,-,kurzanov,potpiemaster,1-0,2018.09.30,22:07:41,1688,1640,21,-18,C42,Petrov's Defense #5,1800+0,Normal,,,83356,83338
Rated Bullet game,https://lichess.org/5HqZ5BSZ,2018.09.30,-,ChessPresidents,Gulce2010,0-1,2018.09.30,22:07:42,1149,1090,-12,13,A21,"English Opening: King's English Variation, Reversed Sicilian",60+0,Time forfeit,,,83376,83358
Rated Rapid game,https://lichess.org/mG7GeEBz,2018.09.30,-,Carlchezz,mrspinaci,0-1,2018.09.30,22:07:42,907,1008,-8,7,C44,Scotch Game,600+0,Normal,,,83396,83378
Rated Rapid game,https://lichess.org/GsHZCQjt,2018.09.30,-,ozanbaris,Brunopcmg,1-0,2018.09.30,22:07:42,1705,1724,11,-11,C41,Philidor Defense #3,600+0,Time forfeit,,,83416,83398
Rated Rapid game,https://lichess.org/pEj8LIyj,2018.09.30,-,Lovish786,WA30CJ999,1-0,2018.09.30,22:07:42,1365,1353,10,-11,B32,Sicilian Defense: Open #3,600+0,Normal,,,83436,83418
Rated Rapid game,https://lichess.org/43ZCQNmh,2018.09.30,-,xochinla,PadoFab,1-0,2018.09.30,22:07:42,1968,1816,6,-7,B00,Owen Defense: Smith Gambit,600+0,Normal,,,83456,83438
Rated Rapid game,https://lichess.org/hR66Qg3L,2018.09.30,-,juansan98,Moisesjimhgo,0-1,2018.09.30,22:07:42,1084,1184,-8,7,C41,Philidor Defense #2,600+0,Normal,,,83476,83458
Rated Rapid game,https://lichess.org/PHD01jti,2018.09.30,-,korsakovi,etiken,0-1,2018.09.30,22:07:42,1696,1520,-16,27,D06,Queen's Gambit Refused: Baltic Defense,600+0,Normal,,,83496,83478
Rated Rapid game,https://lichess.org/iexV1npl,2018.09.30,-,nemezin,kardkovacsi,0-1,2018.09.30,22:07:42,1369,1460,-8,8,D00,Queen's Pawn Game #3,600+0,Normal,,,83516,83498
Rated Blitz game,https://lichess.org/Y09EwWAn,2018.09.30,-,UniqueBlunders,JohnPaulGetty,0-1,2018.09.30,22:07:42,1578,2106,-2,2,C59,"Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense",180+2,Normal,,,83536,83518
Rated Rapid game,https://lichess.org/saIIyRZe,2018.09.30,-,german_13,bigfatlazycat,1-0,2018.09.30,22:07:42,1937,1944,11,-9,C34,"King's Gambit Accepted, Fischer Defense",480+0,Normal,,,83556,83538
Rated Rapid game,https://lichess.org/ZLJ6Nk7R,2018.09.30,-,vandaloxd,AndryBob,0-1,2018.09.30,22:07:43,1056,1347,-4,3,B00,Nimzowitsch Defense: Mikenas Variation,900+7,Normal,,,83576,83558
Rated Bullet game,https://lichess.org/BCxmWZSP,2018.09.30,-,hardtodie1,MoiRon,1-0,2018.09.30,22:07:43,1857,1761,8,-8,A80,Dutch Defense,120+0,Normal,,,83596,83578
Rated Blitz game,https://lichess.org/zemT72Ih,2018.09.30,-,Basilwilde,Maheshmirp25,0-1,2018.09.30,22:07:43,1249,1255,-10,10,C55,Italian Game: Anti-Fried Liver Defense,300+0,Normal,,,83616,83598
Rated Blitz game,https://lichess.org/wA0hxv0N,2018.09.30,-,MarkoGreSah,fulstop,0-1,2018.09.30,22:07:44,1734,1884,-6,6,E20,Nimzo-Indian Defense #2,300+0,Time forfeit,,,83636,83618
Rated Blitz game,https://lichess.org/xgUyelY4,2018.09.30,-,IgorKaravayev,bobbymcgee,0-1,2018.09.30,22:07:44,1663,1719,-10,9,C00,French Defense: Knight Variation,300+2,Normal,,,83656,83638
Rated Rapid tournament https://lichess.org/tournament/CWXc5sJ9,https://lichess.org/V7OMoPCf,2018.09.30,-,TheMitaum,Yarkam,1-0,2018.09.30,22:07:44,1437,1132,10,-40,C50,Italian Game,600+0,Normal,,,83676,83658
Rated Rapid game,https://lichess.org/tFzPl7Kg,2018.09.30,-,hdaali,kingprawnhorsy,0-1,2018.09.30,22:07:44,1422,1499,-9,9,C60,Ruy Lopez,900+0,Normal,,,83696,83678
Rated Bullet game,https://lichess.org/FlsMMT9l,2018.09.30,-,blocada,dantesakk,1-0,2018.09.30,22:07:45,2096,2337,17,-21,B06,"Pterodactyl Defense: Eastern, Benoni",120+1,Normal,,,83716,83698
Rated Bullet game,https://lichess.org/3pFiLAXP,2018.09.30,-,eRRor__404,alexxandru,1-0,2018.09.30,22:07:45,1551,1602,12,-12,A06,Nimzowitsch-Larsen Attack,30+1,Normal,,,83736,83718
Rated Rapid game,https://lichess.org/fjRjc0TX,2018.09.30,-,alicia49,paypaly,0-1,2018.09.30,22:07:45,1028,1203,-8,14,C42,Russian Game: Urusov Gambit,600+8,Time forfeit,,,83756,83738
Rated Bullet game,https://lichess.org/MrQPmsxd,2018.09.30,-,JM_noob,Forteknight,0-1,2018.09.30,22:07:45,1376,1388,-10,10,C41,Philidor Defense #4,60+0,Time forfeit,,,83776,83758
Rated Bullet game,https://lichess.org/OtBHnukv,2018.09.30,-,KingWarDog,BrenoMatosSimas,0-1,2018.09.30,22:07:45,1473,1492,-10,10,D00,Queen's Pawn Game: Levitsky Attack,60+0,Normal,,,83796,83778
Rated Bullet game,https://lichess.org/YvB2Stf7,2018.09.30,-,angerto,mraveng,0-1,2018.09.30,22:07:45,1843,1854,-9,10,A40,Horwitz Defense,60+0,Normal,,,83816,83798
Rated Bullet game,https://lichess.org/RZduGqXP,2018.09.30,-,dvaldez,HappyLarry,1-0,2018.09.30,22:07:45,1848,1868,11,-10,C05,"French Defense: Tarrasch Variation, Closed Variation",60+0,Normal,,,83836,83818
Rated Bullet game,https://lichess.org/aXxr2BuM,2018.09.30,-,f4ust0,ObiNay,0-1,2018.09.30,22:07:45,1096,1059,-24,12,A00,Mieses Opening,60+0,Time forfeit,,,83856,83838
Rated Bullet game,https://lichess.org/s7VO0HgQ,2018.09.30,-,nunomartins2019,lucasnep97,0-1,2018.09.30,22:07:45,1236,1265,-10,9,C55,Italian Game: Two Knights Defense,60+0,Time forfeit,,,83876,83858
Rated Bullet game,https://lichess.org/gS2zpYPf,2018.09.30,-,Zetapro,vankavstanka77,0-1,2018.09.30,22:07:45,1741,1737,-11,10,D10,Slav Defense #2,60+0,Normal,,,83896,83878
Rated Bullet game,https://lichess.org/0LTtQF9S,2018.09.30,-,overclock,Czou,0-1,2018.09.30,22:07:45,1883,1918,-10,9,B07,Pirc Defense #4,60+0,Time forfeit,,,83916,83898
